,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y,predict,no,yes
5204,39,technician,single,secondary,no,102,yes,no,cellular,14,aug,272,2,no,no,0.9906457356814686,0.0093542643185313
5205,45,blue-collar,married,unknown,no,586,no,no,cellular,14,aug,168,2,no,no,0.9938633028788644,0.0061366971211354
5206,57,services,married,secondary,no,1315,no,no,cellular,14,aug,260,2,no,no,0.9946987402432118,0.0053012597567881
5207,51,technician,married,tertiary,no,4455,no,no,telephone,14,aug,85,4,no,no,0.9971789319645872,0.0028210680354128
5208,40,technician,single,secondary,no,591,no,yes,cellular,14,aug,87,6,no,no,0.9994330878003364,0.0005669121996636957
5209,34,technician,single,tertiary,no,6529,no,no,cellular,14,aug,505,2,yes,no,0.7984798740341078,0.2015201259658922
5210,30,technician,single,secondary,yes,-305,no,yes,cellular,14,aug,108,6,no,no,0.9998229279444626,0.0001770720555374471
5211,61,blue-collar,married,primary,no,1115,no,no,cellular,14,aug,197,4,no,no,0.9787106974188048,0.0212893025811951
5212,59,retired,married,primary,no,46,no,no,cellular,14,aug,78,2,no,no,0.9984825251081632,0.0015174748918367
5213,43,management,married,tertiary,no,4016,yes,no,cellular,14,aug,159,2,no,no,0.9960354411635378,0.0039645588364621
5214,48,management,single,tertiary,no,4558,no,no,cellular,14,aug,145,2,no,no,0.998286374229388,0.0017136257706119
5215,40,technician,single,secondary,no,282,yes,no,cellular,14,aug,70,4,no,no,0.9994281334036104,0.0005718665963896821
5216,33,technician,single,tertiary,no,3255,no,no,telephone,14,aug,214,4,no,no,0.979302820549648,0.0206971794503521
5217,30,technician,married,secondary,no,289,yes,no,cellular,14,aug,1184,4,yes,yes,0.4472523624918652,0.5527476375081348
5218,60,housemaid,married,secondary,no,5,no,no,cellular,14,aug,433,5,no,no,0.944338396232571,0.055661603767429
5219,47,blue-collar,married,primary,no,584,yes,yes,cellular,14,aug,337,2,no,no,0.982989413932598,0.0170105860674018
5220,33,housemaid,married,secondary,no,8,yes,no,cellular,14,aug,425,4,no,no,0.9683010100223356,0.0316989899776644
5221,36,management,married,tertiary,no,2195,no,no,cellular,14,aug,377,4,no,no,0.8462018451915027,0.1537981548084973
5222,44,technician,married,tertiary,no,0,no,no,cellular,14,aug,41,2,no,no,0.9998316048660008,0.00016839513399928444
5223,30,services,single,secondary,no,188,no,no,cellular,14,aug,49,2,no,no,0.9995608439146088,0.0004391560853912651
5224,32,self-employed,married,tertiary,no,1464,no,no,telephone,14,aug,133,2,no,no,0.9946156271607036,0.0053843728392962
5225,36,technician,married,secondary,no,465,no,no,cellular,14,aug,85,1,no,no,0.9994681908990316,0.0005318091009684449
5226,58,blue-collar,married,primary,no,494,no,no,cellular,14,aug,171,10,no,no,0.9990155099526706,0.0009844900473294082
5227,33,management,married,tertiary,no,4728,no,no,cellular,14,aug,110,3,no,no,0.9993975978596036,0.0006024021403965722
5228,58,self-employed,married,tertiary,no,584,yes,no,cellular,14,aug,124,3,no,no,0.9979215462835116,0.0020784537164883
5229,30,technician,single,tertiary,no,0,no,yes,telephone,14,aug,226,3,no,no,0.988298023355096,0.0117019766449041
5230,30,technician,single,secondary,no,710,no,no,cellular,14,aug,306,8,no,no,0.9689525796031468,0.0310474203968531
5231,48,services,married,secondary,no,125,no,no,cellular,14,aug,89,7,no,no,0.999829009017444,0.0001709909825560132
5232,58,housemaid,married,secondary,no,2705,no,no,telephone,14,aug,137,1,no,no,0.994898412340917,0.0051015876590829
5233,60,housemaid,married,primary,no,15,no,no,cellular,14,aug,244,1,no,no,0.9960657591380224,0.0039342408619774
5234,45,management,married,tertiary,no,0,no,no,cellular,14,aug,64,2,no,no,0.999803582639602,0.0001964173603978638
5235,57,housemaid,married,primary,no,1969,no,no,cellular,14,aug,286,3,no,no,0.9784727572780056,0.0215272427219944
5236,36,technician,married,secondary,no,-393,no,no,telephone,14,aug,119,4,no,no,0.9984998445132758,0.0015001554867242
5237,52,blue-collar,married,primary,no,66653,no,no,cellular,14,aug,109,3,no,no,0.999816787204228,0.0001832127957720993
5238,31,blue-collar,married,secondary,no,401,no,no,cellular,14,aug,96,3,no,no,0.9978771889819268,0.0021228110180731
5239,46,management,married,tertiary,no,3,no,no,cellular,18,aug,92,4,no,no,0.9997019383063788,0.0002980616936210753
5240,35,management,single,tertiary,no,51,no,no,cellular,18,aug,90,5,no,no,0.999354513641622,0.0006454863583780485
5241,48,admin,married,secondary,no,112,no,no,cellular,18,aug,139,5,no,no,0.9991706232315256,0.0008293767684745459
5242,52,management,married,tertiary,no,576,no,no,cellular,18,aug,762,3,yes,yes,0.5595496577580539,0.440450342241946
5243,45,blue-collar,married,secondary,no,240,no,no,cellular,18,aug,181,7,no,no,0.9942809567699812,0.0057190432300186
5244,32,technician,single,secondary,no,3586,no,no,cellular,18,aug,71,3,no,no,0.9994992385952892,0.0005007614047108748
5245,30,management,single,tertiary,no,44,no,no,cellular,18,aug,82,4,no,no,0.9993751894257702,0.0006248105742297771
5246,55,blue-collar,married,primary,no,3485,no,no,cellular,18,aug,625,4,yes,yes,0.3846679915633199,0.6153320084366801
5247,60,housemaid,married,unknown,no,5421,no,no,cellular,18,aug,458,4,no,yes,0.7268079431411939,0.2731920568588061
5248,48,housemaid,married,secondary,no,4,no,no,cellular,18,aug,68,4,no,no,0.9998919357127414,0.00010806428725859152
5249,52,blue-collar,married,secondary,no,6429,no,no,telephone,18,aug,138,4,no,no,0.9976784914298868,0.0023215085701131
5250,40,management,married,tertiary,no,193,no,no,cellular,18,aug,105,6,no,no,0.9992739658612844,0.000726034138715605
5251,45,blue-collar,married,primary,no,419,no,no,cellular,18,aug,113,4,no,no,0.999451939773604,0.0005480602263959649
5252,36,management,single,tertiary,no,2944,no,no,cellular,18,aug,882,8,yes,yes,0.3160718739795398,0.6839281260204602
5253,30,management,single,tertiary,no,13763,no,no,cellular,18,aug,313,3,no,no,0.9546661389364832,0.0453338610635166
5254,57,blue-collar,married,secondary,no,490,yes,no,cellular,18,aug,70,5,no,no,0.9994662807871209,0.0005337192128791307
5255,46,services,married,secondary,no,0,no,no,cellular,18,aug,74,4,no,no,0.9997873039077202,0.00021269609227982697
5256,50,management,married,tertiary,no,569,no,yes,cellular,18,aug,452,4,no,no,0.9166601377274296,0.0833398622725704
5257,35,management,single,tertiary,no,2306,no,no,cellular,18,aug,86,7,no,no,0.9993904085260396,0.0006095914739603843
5258,35,management,single,tertiary,no,1635,no,no,cellular,18,aug,90,6,no,no,0.9991462957337442,0.0008537042662557022
5259,31,management,married,tertiary,no,927,no,no,cellular,18,aug,100,4,no,no,0.9996050444375522,0.00039495556244780746
5260,30,management,single,tertiary,no,1077,no,no,cellular,18,aug,128,4,no,no,0.997474698393466,0.0025253016065341
5261,34,technician,single,tertiary,no,332,no,no,cellular,18,aug,75,7,no,no,0.9997233556297388,0.0002766443702611531
5262,42,management,divorced,tertiary,no,624,no,no,cellular,18,aug,75,5,no,no,0.999245559984485,0.0007544400155149206
5263,46,housemaid,married,secondary,no,1000,no,no,cellular,18,aug,96,11,no,no,0.99981943130768,0.000180568692320129
5264,45,management,married,tertiary,no,4112,no,no,cellular,18,aug,140,13,no,no,0.9991176856689328,0.0008823143310673624
5265,23,entrepreneur,married,tertiary,no,489,no,yes,cellular,18,aug,235,4,no,no,0.9968805468690656,0.0031194531309344
5266,49,admin,married,unknown,no,1101,no,no,cellular,18,aug,29,3,no,no,0.9998271570841872,0.00017284291581282966
5267,54,management,married,tertiary,no,3797,no,no,telephone,18,aug,253,2,no,no,0.9521505768143456,0.0478494231856544
5268,42,technician,married,secondary,no,1018,no,no,cellular,18,aug,280,2,no,no,0.975153035823733,0.0248469641762669
5269,60,self-employed,married,tertiary,no,3,no,no,cellular,18,aug,80,2,no,no,0.999125750497898,0.000874249502101951
5270,43,management,married,tertiary,no,13044,no,no,cellular,18,aug,36,4,no,no,0.9999078554801936,9.214451980633848e-05
5271,48,blue-collar,married,primary,no,199,no,no,telephone,18,aug,29,2,no,no,0.9998022035507834,0.0001977964492166219
5272,40,management,married,tertiary,no,2935,yes,no,cellular,18,aug,192,2,no,no,0.9939518627318588,0.0060481372681412
5273,55,management,single,tertiary,no,1097,no,no,telephone,18,aug,199,2,no,no,0.9810971077138232,0.0189028922861768
5274,45,technician,married,secondary,no,1629,no,no,cellular,18,aug,58,4,no,no,0.9998246538646832,0.0001753461353168541
5275,33,technician,married,tertiary,no,602,yes,no,cellular,18,aug,87,6,no,no,0.999726934717086,0.00027306528291405553
5276,37,self-employed,married,tertiary,no,129,no,no,cellular,18,aug,128,2,no,no,0.9975581525417104,0.0024418474582894
5277,47,technician,divorced,secondary,no,236,no,no,cellular,18,aug,263,4,no,no,0.9824922474942664,0.0175077525057337
5278,56,admin,divorced,secondary,no,985,no,yes,cellular,18,aug,150,2,no,no,0.9975212458831396,0.0024787541168604
5279,44,management,married,tertiary,no,1764,no,no,cellular,18,aug,70,2,no,no,0.9994489643993713,0.0005510356006287651
5280,32,technician,single,secondary,no,82,no,no,cellular,18,aug,66,4,no,no,0.9993433737730418,0.0006566262269582036
5281,61,retired,married,primary,no,0,yes,yes,telephone,18,aug,280,13,no,no,0.9883806055918464,0.0116193944081536
5282,54,management,married,tertiary,no,2883,no,no,cellular,18,aug,1126,5,no,yes,0.3657742199237803,0.6342257800762197
5283,30,management,married,tertiary,no,10639,no,no,cellular,18,aug,75,2,no,no,0.9997372086736516,0.00026279132634859627
5284,51,management,single,tertiary,yes,-55,yes,no,cellular,18,aug,119,6,no,no,0.9997409022159882,0.0002590977840117953
5285,52,management,married,tertiary,no,1134,yes,no,cellular,18,aug,151,4,no,no,0.9987807036262768,0.0012192963737232
5286,39,management,married,tertiary,no,3913,no,no,cellular,18,aug,150,4,no,no,0.99793822231189,0.0020617776881099
5287,55,housemaid,married,primary,no,0,no,no,cellular,18,aug,984,2,no,yes,0.5402554682892786,0.4597445317107213
5288,32,technician,single,tertiary,no,548,no,no,cellular,18,aug,377,7,no,no,0.9049942847580452,0.0950057152419546
5289,48,technician,married,secondary,no,427,no,no,cellular,18,aug,202,14,no,no,0.998627506684125,0.0013724933158749
5290,46,services,married,secondary,no,250,no,no,cellular,18,aug,166,6,no,no,0.9986815479752748,0.0013184520247251
5291,43,technician,single,tertiary,no,140,no,no,cellular,18,aug,192,7,no,no,0.9975277253227386,0.0024722746772613
5292,35,management,single,tertiary,no,0,no,no,cellular,18,aug,276,5,no,no,0.9775447630783274,0.0224552369216726
5293,51,blue-collar,married,secondary,no,1840,yes,no,cellular,18,aug,312,3,no,no,0.9822374499589356,0.0177625500410644
5294,33,self-employed,married,secondary,no,173,no,no,cellular,18,aug,26,5,no,no,0.9998974269179728,0.00010257308202717492
5295,34,technician,divorced,secondary,no,0,yes,yes,cellular,18,aug,374,16,no,no,0.9606215328228784,0.0393784671771215
5296,33,technician,single,secondary,no,12177,no,no,cellular,18,aug,76,5,no,no,0.9991890107106268,0.0008109892893732991
5297,41,technician,married,secondary,no,2851,no,no,cellular,18,aug,296,3,no,no,0.9686469347380248,0.0313530652619753
5298,31,management,single,secondary,no,0,no,no,cellular,18,aug,87,7,no,no,0.999477982023125,0.0005220179768749598
5299,30,management,single,secondary,no,209,no,no,cellular,18,aug,243,9,no,no,0.988084429930986,0.0119155700690141
5300,37,technician,single,secondary,no,1435,no,no,cellular,18,aug,724,16,yes,yes,0.4697341804358825,0.5302658195641174
5301,40,technician,married,secondary,no,169,yes,no,cellular,18,aug,43,4,no,no,0.9998781086297724,0.00012189137022755008
5302,35,technician,married,secondary,no,150,no,no,cellular,18,aug,242,5,no,no,0.9884668334538658,0.0115331665461342
5303,37,technician,single,tertiary,no,453,no,no,cellular,18,aug,129,4,no,no,0.9988414268249493,0.0011585731750507
5304,39,technician,single,tertiary,no,1043,no,no,cellular,18,aug,195,10,no,no,0.9900004173592576,0.0099995826407423
5305,58,admin,married,unknown,no,2180,no,no,cellular,18,aug,273,4,no,no,0.9706868662539708,0.0293131337460293
5306,37,management,divorced,tertiary,no,481,yes,no,cellular,19,aug,97,6,no,no,0.9996849638085106,0.00031503619148946544
5307,49,management,married,tertiary,no,0,no,no,cellular,19,aug,78,6,no,no,0.9997947843688616,0.0002052156311384089
5308,38,technician,married,tertiary,no,216,no,no,cellular,19,aug,141,4,no,no,0.9989156997193592,0.0010843002806406
5309,33,services,married,secondary,no,610,no,yes,cellular,19,aug,116,7,no,no,0.9998466950914756,0.00015330490852443471
5310,58,blue-collar,married,primary,no,309,no,no,cellular,19,aug,156,2,no,no,0.9914263852298848,0.0085736147701153
5311,38,technician,single,secondary,no,3278,no,no,cellular,19,aug,645,14,yes,yes,0.4299991879497999,0.5700008120502
5312,59,management,married,tertiary,no,0,no,no,cellular,19,aug,112,2,no,no,0.9992233230100612,0.0007766769899388902
5313,50,management,divorced,tertiary,no,60,no,no,cellular,19,aug,255,2,no,no,0.9802892440689356,0.0197107559310645
5314,37,management,married,tertiary,no,115,no,no,cellular,19,aug,78,2,no,no,0.9997294113975876,0.00027058860241244013
5315,54,blue-collar,married,secondary,no,0,no,no,cellular,19,aug,87,2,no,no,0.9953069588589492,0.0046930411410508
5316,47,blue-collar,married,primary,no,43,no,no,cellular,19,aug,222,2,no,no,0.9975069625644116,0.0024930374355884
5317,47,management,married,tertiary,no,0,no,no,cellular,19,aug,213,2,no,no,0.9967861888356994,0.0032138111643006
5318,45,self-employed,married,secondary,no,571,yes,no,cellular,19,aug,361,5,no,no,0.977798561461747,0.0222014385382529
5319,60,admin,married,secondary,no,3043,no,no,cellular,19,aug,235,3,no,no,0.9825240491758768,0.0174759508241231
5320,56,retired,married,secondary,no,74,no,no,cellular,19,aug,144,2,no,no,0.9928292475658956,0.0071707524341045
5321,38,technician,single,tertiary,no,103,no,no,cellular,19,aug,490,4,no,no,0.7973525131121161,0.2026474868878839
5322,35,technician,single,secondary,no,417,no,no,cellular,19,aug,92,4,no,no,0.9994812025884852,0.0005187974115147363
5323,56,retired,married,secondary,no,20,no,yes,cellular,19,aug,153,3,no,no,0.998997214432541,0.0010027855674589
5324,50,management,married,tertiary,no,1759,no,no,cellular,19,aug,101,2,no,no,0.9987689219475856,0.0012310780524144
5325,34,technician,married,secondary,no,30,no,no,cellular,19,aug,193,2,no,no,0.9978039061102184,0.0021960938897815
5326,49,technician,divorced,secondary,no,5,no,no,cellular,19,aug,131,2,no,no,0.9990660619275876,0.0009339380724125324
5327,30,technician,single,secondary,no,126,no,no,cellular,19,aug,256,2,no,no,0.994901590536424,0.0050984094635758
5328,57,housemaid,married,primary,no,1183,no,no,cellular,19,aug,111,4,no,no,0.9997089769913704,0.0002910230086295589
5329,33,technician,single,tertiary,no,27,no,no,cellular,19,aug,332,2,no,no,0.9681542919693666,0.0318457080306334
5330,41,technician,married,secondary,no,240,no,no,cellular,19,aug,290,2,no,no,0.978000301869291,0.021999698130709
5331,48,technician,married,tertiary,no,0,no,no,cellular,19,aug,58,2,no,no,0.9997558585086948,0.0002441414913052756
5332,57,retired,married,primary,no,3288,no,no,cellular,19,aug,186,4,no,no,0.9756943649981636,0.0243056350018365
5333,42,self-employed,married,secondary,no,95,no,no,cellular,19,aug,119,6,no,no,0.9996788778025582,0.00032112219744184886
5334,58,management,married,tertiary,no,172,no,no,cellular,19,aug,145,7,no,no,0.9991137052261022,0.0008862947738977977
5335,46,management,divorced,secondary,no,558,no,no,cellular,19,aug,126,6,no,no,0.9984981906569248,0.0015018093430752
5336,32,management,married,tertiary,no,644,no,no,cellular,19,aug,100,2,no,no,0.9994459780030572,0.0005540219969427094
5337,30,management,married,tertiary,no,0,no,no,cellular,19,aug,178,2,no,no,0.9977520702353476,0.0022479297646523
5338,46,technician,single,secondary,no,182,no,no,cellular,19,aug,160,4,no,no,0.9984455459008472,0.0015544540991527
5339,36,management,married,tertiary,no,61,no,yes,cellular,19,aug,452,2,no,no,0.9045859966340845,0.0954140033659155
5340,40,management,married,tertiary,no,51,no,no,cellular,19,aug,164,2,no,no,0.9982282732837636,0.0017717267162364
5341,33,management,married,tertiary,no,801,no,no,cellular,19,aug,133,4,no,no,0.999147215524074,0.0008527844759259853
5342,31,management,single,tertiary,no,-446,no,no,cellular,19,aug,156,4,no,no,0.9968796761301668,0.0031203238698331
5343,32,technician,single,secondary,no,10,no,no,cellular,19,aug,190,2,no,no,0.997467556511104,0.0025324434888959
5344,56,management,married,tertiary,no,982,no,no,cellular,19,aug,113,6,no,no,0.9991271495014162,0.000872850498583764
5345,42,technician,divorced,secondary,no,248,no,no,cellular,19,aug,163,4,no,no,0.998195651523992,0.001804348476008
5346,53,services,married,secondary,no,139,yes,no,cellular,19,aug,28,17,no,no,0.9998955019727512,0.00010449802724865852
5347,60,retired,married,primary,no,600,no,no,cellular,19,aug,99,6,no,no,0.9987262741146454,0.0012737258853546
5348,36,technician,married,tertiary,no,60,no,no,cellular,19,aug,209,2,no,no,0.9968324825940084,0.0031675174059917
5349,37,technician,single,tertiary,no,971,no,no,cellular,19,aug,120,6,no,no,0.9989126762137246,0.0010873237862753
5350,46,technician,single,secondary,no,401,no,no,unknown,19,aug,69,2,no,no,0.9994815891044848,0.0005184108955152356
5351,52,technician,divorced,tertiary,no,0,no,no,cellular,19,aug,119,2,no,no,0.9988606380845494,0.0011393619154506
5352,48,technician,divorced,tertiary,no,83,no,yes,cellular,19,aug,243,6,no,no,0.991938782551328,0.0080612174486719
5353,34,technician,married,secondary,no,56,no,no,cellular,19,aug,91,2,no,no,0.9995546561862232,0.0004453438137766746
5354,53,management,married,tertiary,no,261,no,no,cellular,19,aug,100,2,no,no,0.999427591650222,0.0005724083497780037
5355,40,management,married,tertiary,no,409,no,no,cellular,19,aug,111,2,no,no,0.9994626114971792,0.0005373885028208737
5356,45,blue-collar,married,primary,no,0,no,no,cellular,19,aug,92,2,no,no,0.9995020399952712,0.000497960004728756
5357,55,retired,married,secondary,no,168,no,no,cellular,19,aug,79,2,no,no,0.9968690265182368,0.0031309734817632
5358,36,admin,divorced,secondary,no,11,no,no,cellular,19,aug,97,2,no,no,0.9981542383947866,0.0018457616052134
5359,39,management,married,tertiary,no,1373,no,no,cellular,19,aug,386,2,no,no,0.9341137878220817,0.0658862121779184
5360,42,technician,divorced,secondary,no,58,no,no,cellular,19,aug,153,2,no,no,0.9980421138948026,0.0019578861051974
5361,57,retired,married,secondary,no,-133,no,no,cellular,19,aug,197,2,no,no,0.9894006470899064,0.0105993529100937
5362,33,self-employed,married,secondary,no,47,no,no,cellular,19,aug,168,2,no,no,0.9957485568158452,0.0042514431841546
5363,59,retired,married,primary,no,0,no,no,cellular,19,aug,288,2,no,no,0.982578158949948,0.0174218410500519
5364,32,management,single,tertiary,no,1625,yes,no,cellular,19,aug,451,6,no,no,0.7952642625481056,0.2047357374518944
5365,32,technician,single,secondary,no,29,no,no,cellular,19,aug,156,2,no,no,0.998027769885958,0.0019722301140419
5366,46,management,married,tertiary,no,0,no,no,cellular,19,aug,328,1,no,no,0.9714444991131226,0.0285555008868774
5367,33,technician,married,secondary,yes,18,no,yes,cellular,19,aug,19,18,no,no,0.9999380777603252,6.192223967498887e-05
5368,35,management,married,tertiary,no,299,no,no,cellular,19,aug,1059,5,no,yes,0.3571675164110169,0.642832483588983
5369,33,technician,married,secondary,no,2666,no,no,cellular,19,aug,117,3,no,no,0.9990670955787486,0.000932904421251361
5370,52,management,married,tertiary,no,7135,no,no,cellular,19,aug,1032,3,yes,yes,0.3780394721333725,0.6219605278666275
5371,49,blue-collar,married,unknown,no,5,no,no,cellular,19,aug,202,1,no,no,0.9968953851389551,0.0031046148610448
5372,56,self-employed,married,unknown,no,0,no,no,cellular,19,aug,130,1,no,no,0.9974055922787988,0.0025944077212013
5373,33,technician,single,tertiary,no,123,no,no,cellular,19,aug,264,1,no,no,0.9843235168236542,0.0156764831763458
5374,52,management,single,tertiary,no,1205,no,no,telephone,19,aug,18,20,no,no,0.9998808978621744,0.00011910213782549888
5375,32,technician,married,secondary,no,0,no,no,cellular,19,aug,87,1,no,no,0.9994536064597344,0.0005463935402656672
5376,46,technician,married,secondary,no,167,no,no,cellular,19,aug,155,3,no,no,0.9984211517933682,0.0015788482066317
5377,47,technician,divorced,secondary,no,266,no,no,cellular,19,aug,88,1,no,no,0.9990269100401769,0.0009730899598231616
5378,52,management,divorced,tertiary,no,96,no,no,cellular,19,aug,134,1,no,no,0.9981595638987883,0.0018404361012116
5379,50,services,married,secondary,no,128,no,no,cellular,19,aug,173,1,no,no,0.9979714861391776,0.0020285138608225
5380,35,management,single,tertiary,no,3576,yes,no,cellular,19,aug,68,1,no,no,0.999346984581778,0.0006530154182220571
5381,41,management,married,tertiary,no,30,no,no,cellular,19,aug,171,7,no,no,0.9985352438203484,0.0014647561796514
5382,59,retired,married,secondary,no,19,no,yes,cellular,19,aug,271,3,no,no,0.9969544539418458,0.0030455460581542
5383,50,technician,married,tertiary,no,329,no,no,cellular,19,aug,329,4,no,no,0.9734485158121876,0.0265514841878125
5384,56,technician,married,secondary,no,1750,no,no,cellular,19,aug,629,7,no,yes,0.5455008228895157,0.4544991771104842
5385,51,technician,married,primary,no,260,no,no,cellular,19,aug,137,2,no,no,0.9991353661122968,0.0008646338877033054
5386,43,unemployed,married,secondary,no,174,no,yes,cellular,19,aug,308,2,no,no,0.990373770317048,0.0096262296829518
5387,53,technician,married,secondary,no,428,no,no,cellular,19,aug,609,4,no,yes,0.640008601483437,0.359991398516563
5388,34,admin,married,secondary,no,445,no,no,cellular,19,aug,256,2,no,no,0.99611270587719,0.0038872941228099
5389,35,technician,divorced,secondary,no,82,no,no,cellular,19,aug,152,3,no,no,0.9981878895396458,0.0018121104603541
5390,46,self-employed,married,tertiary,no,226,no,no,cellular,19,aug,561,3,no,yes,0.6717147629872058,0.3282852370127943
5391,47,technician,married,secondary,no,677,no,no,cellular,20,aug,131,8,no,no,0.999533050934878,0.0004669490651221069
5392,52,management,married,secondary,no,264,no,no,cellular,20,aug,68,8,no,no,0.9998795169449078,0.00012048305509210254
5393,31,technician,married,secondary,no,0,no,no,cellular,20,aug,117,4,no,no,0.9994724954383934,0.0005275045616064968
5394,42,technician,married,secondary,no,439,no,no,cellular,20,aug,143,2,no,no,0.9987805655720026,0.0012194344279974
5395,41,technician,divorced,secondary,no,52,no,no,cellular,20,aug,261,2,no,no,0.9885668535747428,0.0114331464252571
5396,31,management,married,tertiary,no,11,yes,yes,cellular,20,aug,155,2,no,no,0.9993639699389932,0.000636030061006867
5397,52,blue-collar,married,secondary,no,223,no,no,cellular,20,aug,81,4,no,no,0.9978814411538554,0.0021185588461446
5398,50,blue-collar,married,unknown,no,452,no,no,cellular,20,aug,181,2,no,no,0.9935919410519456,0.0064080589480544
5399,50,management,divorced,tertiary,no,30,no,no,cellular,20,aug,76,2,no,no,0.9980986751293692,0.0019013248706307
5400,51,admin,married,unknown,yes,-12,no,no,cellular,20,aug,18,7,no,no,0.9998938874177904,0.00010611258220967312
5401,31,management,married,secondary,no,2294,no,no,cellular,20,aug,483,2,no,yes,0.75613207342221,0.24386792657779
5402,48,technician,divorced,tertiary,no,375,no,no,cellular,20,aug,212,2,no,no,0.9964365839814452,0.0035634160185549
5403,39,management,married,tertiary,no,2320,no,yes,cellular,20,aug,25,2,no,no,0.9999143097218828,8.569027811727566e-05
5404,52,self-employed,married,secondary,no,-163,yes,no,cellular,20,aug,138,2,no,no,0.9993335759992136,0.0006664240007863958
5405,31,technician,married,secondary,no,310,yes,no,cellular,20,aug,228,2,no,no,0.9967717974979944,0.0032282025020057
5406,38,technician,single,secondary,no,367,no,no,cellular,20,aug,128,2,no,no,0.9988849580242524,0.0011150419757475
5407,42,management,married,tertiary,no,160,no,no,cellular,20,aug,97,2,no,no,0.999544372873863,0.000455627126137042
5408,53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,yes,yes,0.4446385437054795,0.5553614562945205
5409,46,management,divorced,secondary,no,177,no,no,cellular,20,aug,84,2,no,no,0.9985728781918838,0.0014271218081161
5410,34,technician,single,secondary,no,0,no,no,cellular,20,aug,113,2,no,no,0.9990545684070068,0.0009454315929930488
5411,38,technician,single,secondary,no,260,no,no,cellular,20,aug,53,2,no,no,0.9997607099108548,0.00023929008914523597
5412,31,technician,married,secondary,no,141,no,no,cellular,20,aug,110,2,no,no,0.9993331220032888,0.0006668779967111815
5413,34,technician,married,tertiary,no,2069,no,no,cellular,20,aug,328,2,no,no,0.9689266885502932,0.0310733114497068
5414,41,technician,divorced,secondary,no,75,no,no,cellular,20,aug,351,2,no,no,0.9740813506246117,0.0259186493753884
5415,38,management,married,secondary,no,124,no,no,cellular,20,aug,202,2,no,no,0.9972695121637968,0.002730487836203
5416,33,management,single,tertiary,no,47,no,no,cellular,20,aug,203,4,no,no,0.9911025154397844,0.0088974845602155
5417,44,self-employed,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,yes,yes,0.6591732128670624,0.3408267871329376
5418,32,services,married,secondary,no,11,no,no,cellular,20,aug,322,2,no,no,0.9857950790322596,0.0142049209677403
5419,30,management,single,secondary,no,46,no,no,cellular,20,aug,93,4,no,no,0.9993035524658456,0.0006964475341543645
5420,30,management,married,tertiary,no,1390,no,no,cellular,20,aug,552,4,no,yes,0.5999846839074778,0.4000153160925221
5421,33,technician,married,tertiary,yes,56,no,no,cellular,20,aug,75,2,no,no,0.9996751831225608,0.0003248168774393949
5422,34,technician,single,secondary,no,112,no,no,cellular,20,aug,123,2,no,no,0.9988155959283744,0.0011844040716256
5423,34,housemaid,married,primary,no,4,no,no,cellular,20,aug,55,4,no,no,0.999933384747287,6.661525271305186e-05
5424,44,management,married,tertiary,no,0,no,no,cellular,20,aug,122,2,no,no,0.9992235460135364,0.0007764539864636361
5425,32,technician,single,secondary,no,-22,yes,no,cellular,20,aug,215,2,no,no,0.9946254414100334,0.0053745585899666
5426,45,management,married,tertiary,no,0,no,no,cellular,20,aug,71,2,no,no,0.9996683365610112,0.000331663438988744
5427,31,management,married,tertiary,no,69,no,no,cellular,20,aug,195,2,no,no,0.9972144089460389,0.0027855910539611
5428,32,technician,married,secondary,no,20,no,no,cellular,20,aug,210,2,no,no,0.997283650600058,0.0027163493999421
5429,37,management,divorced,secondary,no,414,no,no,cellular,20,aug,352,4,no,no,0.9602190015219516,0.0397809984780484
5430,35,technician,married,secondary,no,1144,no,no,cellular,20,aug,197,13,no,no,0.998251127642934,0.001748872357066
5431,45,admin,married,secondary,no,638,yes,no,cellular,20,aug,75,9,no,no,0.999761216160108,0.0002387838398919479
5432,33,admin,single,secondary,no,344,yes,no,cellular,20,aug,103,4,no,no,0.9993683666330944,0.0006316333669056027
5433,50,management,married,secondary,no,2130,no,no,cellular,20,aug,203,4,no,no,0.9963394210724724,0.0036605789275274
5434,39,technician,divorced,secondary,no,507,no,no,cellular,20,aug,173,4,no,no,0.9981767665423162,0.0018232334576837
5435,50,entrepreneur,divorced,tertiary,no,101,no,no,cellular,20,aug,132,2,no,no,0.9986752125624244,0.0013247874375757
5436,40,technician,single,secondary,no,2244,no,yes,cellular,20,aug,58,2,no,no,0.999860321562938,0.00013967843706207752
5437,35,technician,single,secondary,no,0,no,no,cellular,20,aug,111,2,no,no,0.9991090132876524,0.0008909867123475377
5438,48,management,single,secondary,no,-18,yes,no,cellular,20,aug,430,4,no,no,0.9293412346907348,0.0706587653092652
5439,47,services,married,secondary,no,665,yes,no,cellular,20,aug,251,3,no,no,0.991266384048016,0.008733615951984
5440,30,technician,single,secondary,no,790,no,no,cellular,20,aug,696,3,no,yes,0.4813027258453738,0.5186972741546262
5441,33,management,divorced,secondary,no,106,no,no,cellular,20,aug,175,3,no,no,0.99503526969045,0.0049647303095501
